Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code
HSFE2013P0257,,P00013,0,PO Purchase Order,($73.33),21-Nov-24,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,PREPAREDNESS SECTION(PRE20),P,7030,INFORMATION TECHNOLOGY SOFTWARE,511210,SOFTWARE PUBLISHERS,GAITHERSBURG,MD,208793326,,,GKURBKCK28R2,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,49EQ3
HSFEHQ08J2009,HSHQDC06D00019,100,0,DO Delivery Order,"$6,150,517.00 ",29-Jul-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,103,0,DO Delivery Order,"$4,848,703.32 ",1-Sep-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,95,0,DO Delivery Order,"$1,671,562.67 ",6-Jun-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00119,0,DO Delivery Order,"$42,550.00 ",4-Jan-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00151,0,DO Delivery Order,"$1,270,421.82 ",6-Nov-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00153,0,DO Delivery Order,"$698,435.00 ",30-Nov-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00165,0,DO Delivery Order,"$1,722,355.00 ",25-Apr-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00222,0,DO Delivery Order,"$2,209,797.04 ",29-Sep-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00263,0,DO Delivery Order,"$2,791,979.59 ",3-Sep-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00270,0,DO Delivery Order,"$3,362,267.24 ",30-Sep-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00275,0,DO Delivery Order,$0.00 ,29-Oct-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00288,0,DO Delivery Order,"$552,295.78 ",29-Jan-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00026,0,DO Delivery Order,"$2,399,060.59 ",9-Sep-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00034,0,DO Delivery Order,"$200,000.00 ",29-Sep-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00040,0,DO Delivery Order,"$510,246.02 ",29-Sep-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00090,0,DO Delivery Order,"$4,345,622.18 ",28-Mar-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00294,0,DO Delivery Order,"$4,234,035.87 ",5-Apr-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFERS15P0014,,0,0,PO Purchase Order,"$5,373.00 ",30-Sep-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7050,ADP COMPONENTS,334118,COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,BETHESDA,MD,208171834,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFE2013P0257,,P00004,0,PO Purchase Order,$0.00 ,29-Sep-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,PREPAREDNESS BRANCH,P,7030,ADP SOFTWARE,511210,SOFTWARE PUBLISHERS,GAITHERSBURG,MD,208793326,,,GKURBKCK28R2,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00144,0,DO Delivery Order,"$4,948,563.37 ",15-Aug-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00160,0,DO Delivery Order,"$3,368,378.75 ",1-Mar-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00166,0,DO Delivery Order,"$640,605.96 ",29-Apr-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00169,0,DO Delivery Order,"($363,873.09)",22-May-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00192,0,DO Delivery Order,$0.00 ,18-Dec-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00197,0,DO Delivery Order,"$1,570,563.31 ",20-Feb-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00225,0,DO Delivery Order,"$5,658,594.19 ",30-Sep-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00231,0,DO Delivery Order,$0.00 ,3-Dec-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00237,0,DO Delivery Order,"$2,195,558.66 ",6-Feb-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00239,0,DO Delivery Order,"$2,848,939.97 ",20-Feb-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00043,0,DO Delivery Order,"$72,834.00 ",16-Dec-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00072,0,DO Delivery Order,"$1,467,002.94 ",14-Sep-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00073,0,DO Delivery Order,"($1,254,887.65)",15-Sep-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00312,0,DO Delivery Order,"$221,235.00 ",20-Sep-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00322,0,DO Delivery Order,"$556,116.75 ",17-Nov-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
HSFEHQ08J2009,HSHQDC06D00019,102,0,DO Delivery Order,"$1,249,888.33 ",23-Aug-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,105,0,DO Delivery Order,"$6,762,056.47 ",23-Sep-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,106,0,DO Delivery Order,"$451,620.37 ",27-Sep-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,108,0,DO Delivery Order,"$2,365,095.84 ",29-Sep-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00114,0,DO Delivery Order,"$2,464,551.72 ",2-Dec-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00154,0,DO Delivery Order,$0.00 ,13-Dec-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00181,0,DO Delivery Order,"$1,834,577.56 ",22-Aug-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00209,0,DO Delivery Order,"$499,872.52 ",26-Jun-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00244,0,DO Delivery Order,$0.00 ,27-Mar-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00248,0,DO Delivery Order,"$476,241.09 ",1-May-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00258,0,DO Delivery Order,"$1,167,869.16 ",22-Jul-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00268,0,DO Delivery Order,"$4,829,623.25 ",30-Sep-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00269,0,DO Delivery Order,"$21,247,317.00 ",30-Sep-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00272,0,DO Delivery Order,$0.00 ,27-Oct-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00281,0,DO Delivery Order,$0.00 ,9-Dec-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00287,0,DO Delivery Order,"$1,540,764.69 ",26-Jan-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00030,0,DO Delivery Order,"$1,642,283.74 ",22-Sep-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00032,0,DO Delivery Order,"$446,997.60 ",29-Sep-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00053,0,DO Delivery Order,"$396,293.35 ",31-Mar-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
